donor_name_e,variable,2023,2024,marker
Canada,Not targeted,4399.84853264491,2831.51728495002,rmnch
Canada,Not screened,,278.421263091109,rmnch
Canada,Total bilateral allocable aid,4740.50904175012,3303.55623692353,rmnch
Canada,as % of screened aid,7.1861588303066,6.40029917862187,rmnch
Canada,Total bilateral non-allocable aid,2022.10395962474,2129.46806473288,rmnch
Czechia,Principal objective,2.87779952735165,2.01802910183921,rmnch
Czechia,Significant objective,2.92683303169336,5.06101524853694,rmnch
Czechia,Total of aid focused on policy objective,5.80463255904501,7.07904435037615,rmnch
Czechia,Not targeted,66.932292951718,61.8224560380503,rmnch
Czechia,Not screened,1.4065973088267,1.64796334494593,rmnch
Czechia,Total bilateral allocable aid,74.1435228195897,70.5494637333724,rmnch
Czechia,as % of screened aid,7.98031057579701,10.2741512310598,rmnch
Czechia,Total bilateral non-allocable aid,418.308942558819,163.293948815558,rmnch
Estonia,Principal objective,0.073077031660571,0.126541207008436,rmnch
Estonia,Significant objective,0.112426202554725,,rmnch
Estonia,Total of aid focused on policy objective,0.185503234215296,0.126541207008436,rmnch
Estonia,Not targeted,19.2844665242119,28.7735236859182,rmnch
Estonia,Not screened,0.119171774708008,,rmnch
Estonia,Total bilateral allocable aid,19.5891415331352,28.9000648929267,rmnch
Estonia,as % of screened aid,0.952765908303499,0.437857864600876,rmnch
Estonia,Total bilateral non-allocable aid,42.6960989442078,9.65390439108804,rmnch
Iceland,Principal objective,1.91813826439587,1.580300718,rmnch
Iceland,Significant objective,7.77322581091604,5.6640690801,rmnch
Iceland,Total of aid focused on policy objective,9.69136407531191,7.2443697981,rmnch
Iceland,Not targeted,62.5723775033943,61.1588537005,rmnch
Iceland,Not screened,,0.4962460928,rmnch
Iceland,Total bilateral allocable aid,72.2637415787062,68.8994695914,rmnch
Iceland,as % of screened aid,13.4111019767175,10.590684806321,rmnch
Iceland,Total bilateral non-allocable aid,19.8141804031848,20.107077318,rmnch
Ireland,Principal objective,47.2592541120268,35.0697060320383,rmnch
Ireland,Significant objective,128.307951629271,92.9180616058284,rmnch
Ireland,Total of aid focused on policy objective,175.567205741297,127.987767637867,rmnch
Ireland,Not targeted,385.381083259053,498.117839749112,rmnch
Ireland,Not screened,79.7760087967287,23.017698691326,rmnch
Ireland,Total bilateral allocable aid,640.724297797079,649.123306078304,rmnch
Ireland,as % of screened aid,31.2982870585398,20.4418817093841,rmnch
Ireland,Total bilateral non-allocable aid,1602.56954940478,1132.1576951287,rmnch
Italy,Principal objective,45.716754966536,31.9715950183863,rmnch
Italy,Significant objective,103.932874832015,97.1576189016872,rmnch
Italy,Total of aid focused on policy objective,149.649629798551,129.129213920074,rmnch
Italy,Not targeted,608.550688162693,1493.36147773217,rmnch
Italy,Not screened,375.855042349777,393.895735345014,rmnch
Italy,Total bilateral allocable aid,1134.05536031102,2016.38642699726,rmnch
Italy,as % of screened aid,19.737479166581,7.95870291179151,rmnch
Italy,Total bilateral non-allocable aid,1580.83597130466,1996.7029703926,rmnch
Japan,Principal objective,138.865922700923,277.814637508064,rmnch
Japan,Significant objective,228.393859280603,409.428113969983,rmnch
Japan,Total of aid focused on policy objective,367.259781981526,687.242751478047,rmnch
Japan,Not targeted,24445.306402916,12760.8277328568,rmnch
Japan,Not screened,800.075699133357,811.097401205364,rmnch
Japan,Total bilateral allocable aid,25612.6418840309,14259.1678855402,rmnch
Japan,as % of screened aid,1.48013623115316,5.11034465709108,rmnch
Japan,Total bilateral non-allocable aid,1323.50308154759,691.381700888208,rmnch
Korea,Principal objective,49.0751389619256,188.760362,rmnch
Korea,Significant objective,255.26591665521,222.556644,rmnch
Korea,Total of aid focused on policy objective,304.341055617135,411.317006,rmnch
Korea,Not targeted,4257.52411155158,5462.887541,rmnch
Korea,Not screened,117.807307997176,3.056851,rmnch
Korea,Total bilateral allocable aid,4679.67247516589,5877.261398,rmnch
Korea,as % of screened aid,6.67141716084568,7.00208858423329,rmnch
Korea,Total bilateral non-allocable aid,129.933866651792,132.988955,rmnch
Netherlands,Principal objective,763.154952666717,440.588571570585,rmnch
Netherlands,Significant objective,451.074084468582,222.154752233102,rmnch
Netherlands,Total of aid focused on policy objective,1214.2290371353,662.743323803687,rmnch
Netherlands,Not targeted,2988.41218347071,1903.33827387471,rmnch
Netherlands,Not screened,0,0,rmnch
Netherlands,Total bilateral allocable aid,4202.64122060601,2566.0815976784,rmnch
Netherlands,as % of screened aid,28.8920460586024,25.8270557102817,rmnch
Netherlands,Total bilateral non-allocable aid,1796.98109185622,1824.81486209024,rmnch
Norway,Principal objective,208.216392546294,57.3872655981097,rmnch
Norway,Significant objective,183.51326059936,161.148447026429,rmnch
Norway,Total of aid focused on policy objective,391.729653145654,218.535712624538,rmnch
Norway,Not targeted,4054.32322127796,2261.46390187633,rmnch
Norway,Not screened,,,rmnch
Norway,Total bilateral allocable aid,4446.05287442362,2479.99961450087,rmnch
Norway,as % of screened aid,8.81072862176515,8.81192526590458,rmnch
Norway,Total bilateral non-allocable aid,606.537264343805,595.268960715183,rmnch
Poland,Principal objective,3.5075024570454,4.49914544725129,rmnch
Poland,Significant objective,10.8199017701827,9.4438231515919,rmnch
Poland,Total of aid focused on policy objective,14.3274042272281,13.9429685988432,rmnch
Poland,Not targeted,128.872067611175,136.104658691438,rmnch
Poland,Not screened,131.501417140178,17.6698258270099,rmnch
Poland,Total bilateral allocable aid,274.700888978581,167.717453117291,rmnch
Poland,as % of screened aid,10.00520745174,9.29236193243445,rmnch
Poland,Total bilateral non-allocable aid,1606.35396404253,579.802287308166,rmnch
Portugal,Principal objective,2.93759790229043,2.3752833657798,rmnch
Portugal,Significant objective,20.996487519179,8.60939541423318,rmnch
Portugal,Total of aid focused on policy objective,23.9340854214695,10.984678780013,rmnch
Portugal,Not targeted,176.05271859807,121.75843391737,rmnch
Portugal,Not screened,2.50162832762855,,rmnch
Portugal,Total bilateral allocable aid,202.488432347168,132.743112697383,rmnch
Portugal,as % of screened aid,11.9678323471438,8.27514027417376,rmnch
Portugal,Total bilateral non-allocable aid,32.8353399597229,60.1470560242267,rmnch
Slovak Republic,Principal objective,0.0111825330021082,0.008765953,rmnch
Slovak Republic,Significant objective,0.856669235211428,0.328181916,rmnch
Slovak Republic,Total of aid focused on policy objective,0.867851768213536,0.336947869,rmnch
Slovak Republic,Not targeted,33.9194555957124,25.960982971,rmnch
Slovak Republic,Not screened,0.016773798986082,0.15898767,rmnch
Slovak Republic,Total bilateral allocable aid,34.804081162912,26.45691851,rmnch
Slovak Republic,as % of screened aid,2.49473682781637,1.28127140895622,rmnch
Slovak Republic,Total bilateral non-allocable aid,4.79294873292416,12.853496749,rmnch
Spain,Principal objective,47.9443276618979,55.9092329764222,rmnch
Spain,Significant objective,112.674309543287,146.366365189487,rmnch
Spain,Total of aid focused on policy objective,160.618637205185,202.27559816591,rmnch
Spain,Not targeted,969.781589625249,1005.13773463078,rmnch
Spain,Not screened,12.2518955288309,0.0151422236642873,rmnch
Spain,Total bilateral allocable aid,1142.65212235926,1207.42847502035,rmnch
Spain,as % of screened aid,14.2090061018077,16.7528047497526,rmnch
Spain,Total bilateral non-allocable aid,525.184390106563,671.25746789509,rmnch
Sweden,Principal objective,165.948767202379,145.529369718876,rmnch
Sweden,Significant objective,212.125724356923,49.5632800923517,rmnch
Sweden,Total of aid focused on policy objective,378.074491559302,195.092649811228,rmnch
Sweden,Not targeted,1555.28492577361,1245.8911493559,rmnch
Sweden,Not screened,132.071311336191,31.1871194988787,rmnch
Sweden,Total bilateral allocable aid,2065.4307286691,1472.17091866601,rmnch
Sweden,as % of screened aid,19.5553133147307,13.5388510213639,rmnch
Sweden,Total bilateral non-allocable aid,488.70409326473,353.911059388927,rmnch
Denmark,Principal objective,7.38273009420926,25.4021405885168,rmnch
Denmark,Significant objective,32.767062614426,25.2573446333009,rmnch
Denmark,Total of aid focused on policy objective,40.1497927086353,50.6594852218178,rmnch
Denmark,Not targeted,1204.88290636729,1916.52810005801,rmnch
Denmark,Not screened,348.14700987224,41.8428140240454,rmnch
Denmark,Total bilateral allocable aid,1593.17970894817,2009.03039930387,rmnch
Denmark,as % of screened aid,3.22479825135795,2.57522391869973,rmnch
Denmark,Total bilateral non-allocable aid,382.183728937809,352.193325601497,rmnch
Germany,Principal objective,302.183706451002,338.32809843437,rmnch
Germany,Significant objective,1738.93760267855,1365.10392113337,rmnch
Germany,Total of aid focused on policy objective,2041.12130912956,1703.43201956774,rmnch
Germany,Not targeted,17644.0364734326,12927.6249201457,rmnch
Germany,Not screened,1080.30242694554,3815.41073252126,rmnch
Germany,Total bilateral allocable aid,20765.4602095077,18446.4676722347,rmnch
Germany,as % of screened aid,10.3688338781702,11.6425766544868,rmnch
Germany,Total bilateral non-allocable aid,11263.1643242879,10389.0330425507,rmnch
Lithuania,Principal objective,,1.15725719245,rmnch
Lithuania,Significant objective,6.39677750354499,11.881024731355,rmnch
Lithuania,Total of aid focused on policy objective,6.39677750354499,13.038281923805,rmnch
Lithuania,Not targeted,36.0757631743269,56.150005617514,rmnch
Lithuania,Not screened,36.5876088261377,9.390441684233,rmnch
Lithuania,Total bilateral allocable aid,79.0601495040095,78.578729225552,rmnch
Lithuania,as % of screened aid,15.0609721044489,18.8446374193299,rmnch
Lithuania,Total bilateral non-allocable aid,39.4882061854276,16.794169736812,rmnch
Luxembourg,Principal objective,24.1271009197369,27.7403317762146,rmnch
Luxembourg,Significant objective,11.8367840459172,6.96564031900065,rmnch
Luxembourg,Total of aid focused on policy objective,35.963884965654,34.7059720952152,rmnch
Luxembourg,Not targeted,368.985597967925,344.869921121952,rmnch
Luxembourg,Not screened,0,,rmnch
Luxembourg,Total bilateral allocable aid,404.949482933579,379.575893217167,rmnch
Luxembourg,as % of screened aid,8.88107936454705,9.1433551801876,rmnch
Luxembourg,Total bilateral non-allocable aid,35.8299206478804,41.1013316890007,rmnch
New Zealand,Principal objective,3.82526630818761,21.0051315402758,rmnch
New Zealand,Significant objective,77.607063756485,37.5110997097242,rmnch
New Zealand,Total of aid focused on policy objective,81.4323300646726,58.51623125,rmnch
New Zealand,Not targeted,414.195263138954,438.547642896804,rmnch
New Zealand,Not screened,0,0,rmnch
New Zealand,Total bilateral allocable aid,495.627593203627,497.063874146804,rmnch
New Zealand,as % of screened aid,16.4301445644525,11.7723766086283,rmnch
New Zealand,Total bilateral non-allocable aid,161.615206115771,137.235346123609,rmnch
EU Institutions,Principal objective,933.388182125206,426.562837983993,rmnch
EU Institutions,Significant objective,1574.68868659341,1579.65723556132,rmnch
EU Institutions,Total of aid focused on policy objective,2508.07686871861,2006.22007354532,rmnch
EU Institutions,Not targeted,18792.7391655257,20619.5763897902,rmnch
EU Institutions,Not screened,,,rmnch
EU Institutions,Total bilateral allocable aid,21300.8160342443,22625.7964633355,rmnch
EU Institutions,as % of screened aid,11.7745576727506,8.86695890151908,rmnch
EU Institutions,Total bilateral non-allocable aid,22307.0150630274,20301.1546201601,rmnch
Finland,Principal objective,30.6936561103006,12.4974259139087,rmnch
Finland,Significant objective,15.922507217947,3.62207224745836,rmnch
Finland,Total of aid focused on policy objective,46.6161633282477,16.1194981613671,rmnch
Finland,Not targeted,395.29273628252,392.249574962146,rmnch
Finland,Not screened,123.679900951805,3.08935662804456,rmnch
Finland,Total bilateral allocable aid,565.588800562573,411.458429751557,rmnch
Finland,as % of screened aid,10.5488174982009,3.94728671250079,rmnch
Finland,Total bilateral non-allocable aid,315.605610733284,338.635994711346,rmnch
Slovenia,Principal objective,0.268571262121908,,rmnch
Slovenia,Significant objective,2.41450156029988,0.00129154228855721,rmnch
Slovenia,Total of aid focused on policy objective,2.68307282242178,0.00129154228855721,rmnch
Slovenia,Not targeted,19.1213335615197,20.9132598420939,rmnch
Slovenia,Not screened,10.3733144100945,7.13377025242267,rmnch
Slovenia,Total bilateral allocable aid,32.177720794036,28.0483216368051,rmnch
Slovenia,as % of screened aid,12.3051862783011,0.00617532867342137,rmnch
Slovenia,Total bilateral non-allocable aid,44.4606259727245,28.5037613874162,rmnch
Switzerland,Principal objective,10.2928442492394,2.95435093696763,rmnch
Switzerland,Significant objective,135.115119701933,71.8641183532084,rmnch
Switzerland,Total of aid focused on policy objective,145.407963951173,74.818469290176,rmnch
Switzerland,Not targeted,2388.88285203709,1950.09353192504,rmnch
Switzerland,Not screened,,,rmnch
Switzerland,Total bilateral allocable aid,2534.29081598827,2024.91200121522,rmnch
Switzerland,as % of screened aid,5.73761949630354,3.69489979047361,rmnch
Switzerland,Total bilateral non-allocable aid,1750.80889576362,1387.00172282794,rmnch
Hungary,Principal objective,,,rmnch
Hungary,Significant objective,,,rmnch
Hungary,Total of aid focused on policy objective,0,0,rmnch
Hungary,Not targeted,188.928858606764,8,rmnch
Hungary,Not screened,10.608998788456,134.97924628926,rmnch
Hungary,Total bilateral allocable aid,199.53785739522,142.97924628926,rmnch
Hungary,as % of screened aid,0,0,rmnch
Hungary,Total bilateral non-allocable aid,2.05399213652398,0.50492937521,rmnch
United Kingdom,Principal objective,198.178164356774,224.763634500192,rmnch
United Kingdom,Significant objective,310.563677345046,643.203097304204,rmnch
United Kingdom,Total of aid focused on policy objective,508.74184170182,867.966731804395,rmnch
United Kingdom,Not targeted,3086.07989012676,7473.93379778699,rmnch
United Kingdom,Not screened,2275.40910136633,188.495423521145,rmnch
United Kingdom,Total bilateral allocable aid,5870.23083319492,8530.39595311253,rmnch
United Kingdom,as % of screened aid,14.1520742794396,10.4049038792232,rmnch
United Kingdom,Total bilateral non-allocable aid,4141.33532053752,4363.2182738969,rmnch
Greece,Principal objective,,,rmnch
Greece,Significant objective,,,rmnch
Greece,Total of aid focused on policy objective,0,0,rmnch
Greece,Not targeted,4.17807740810525,11.5969193995241,rmnch
Greece,Not screened,,,rmnch
Greece,Total bilateral allocable aid,4.17807740810525,11.5969193995241,rmnch
Greece,as % of screened aid,0,0,rmnch
Greece,Total bilateral non-allocable aid,53.1514806773858,54.4446014492754,rmnch
Australia,Principal objective,14.5029883555782,26.6698065122724,biodiversity
Australia,Significant objective,88.1141085031799,34.5449394300013,biodiversity
Australia,Total of aid focused on policy objective,102.617096858758,61.2147459422737,biodiversity
Australia,Not targeted,2384.36320924359,2280.08930038972,biodiversity
Australia,Not screened,,,biodiversity
Australia,Total bilateral allocable aid,2486.98030610234,2341.304046332,biodiversity
Australia,as % of screened aid,4.12617247538973,2.61455773068755,biodiversity
Australia,Total bilateral non-allocable aid,287.833151111826,661.839305760095,biodiversity
Austria,Principal objective,12.3939836376872,10.9323448734588,biodiversity
Austria,Significant objective,36.0436533619325,51.7332552887735,biodiversity
Austria,Total of aid focused on policy objective,48.4376369996197,62.6656001622323,biodiversity
Austria,Not targeted,420.61691200308,377.406151665585,biodiversity
Austria,Not screened,0.281399136209114,0.0178297966688298,biodiversity
Austria,Total bilateral allocable aid,469.335948138908,440.089581624486,biodiversity
Austria,as % of screened aid,10.3266532864051,14.2398597278634,biodiversity
Austria,Total bilateral non-allocable aid,549.653010683639,402.275709658231,biodiversity
Belgium,Principal objective,38.87227858938,30.0814444192083,biodiversity
Belgium,Significant objective,120.289440102397,157.846534760978,biodiversity
Belgium,Total of aid focused on policy objective,159.161718691777,187.927979180186,biodiversity
Belgium,Not targeted,555.802277025088,388.17211663422,biodiversity
Belgium,Not screened,266.323994293641,306.503555353666,biodiversity
Belgium,Total bilateral allocable aid,981.287990010506,882.603651168073,biodiversity
Belgium,as % of screened aid,22.2615012287706,32.6207165292207,biodiversity
Belgium,Total bilateral non-allocable aid,458.736113675234,569.393786545533,biodiversity
Canada,Principal objective,61.3480509527248,194.317600022219,biodiversity
Canada,Significant objective,283.259366621018,9.19147008028467,biodiversity
Canada,Total of aid focused on policy objective,344.607417573743,203.509070102504,biodiversity
Canada,Not targeted,4395.90162417638,3076.64110124848,biodiversity
Canada,Not screened,,23.4060655725438,biodiversity
Canada,Total bilateral allocable aid,4740.50904175012,3303.55623692353,biodiversity
Canada,as % of screened aid,7.26941800002388,6.20426076464313,biodiversity
Canada,Total bilateral non-allocable aid,2022.10395962474,2129.46806473288,biodiversity
Denmark,Principal objective,5.49326753572007,15.9339944599945,biodiversity
Denmark,Significant objective,63.561076401702,234.644579132163,biodiversity
Denmark,Total of aid focused on policy objective,69.054343937422,250.578573592157,biodiversity
Denmark,Not targeted,1176.73874444242,1720.59875247342,biodiversity
Denmark,Not screened,347.386620568331,37.8530732382928,biodiversity
Denmark,Total bilateral allocable aid,1593.17970894817,2009.03039930387,biodiversity
Denmark,as % of screened aid,5.54300265281032,12.7121274315947,biodiversity
Denmark,Total bilateral non-allocable aid,382.183728937809,352.193325601497,biodiversity
EU Institutions,Principal objective,586.280232501868,590.561421155094,biodiversity
EU Institutions,Significant objective,1560.32752303029,1862.00943110534,biodiversity
EU Institutions,Total of aid focused on policy objective,2146.60775553216,2452.57085226044,biodiversity
EU Institutions,Not targeted,19154.2082787122,20173.2256110751,biodiversity
EU Institutions,Not screened,,,biodiversity
EU Institutions,Total bilateral allocable aid,21300.8160342443,22625.7964633355,biodiversity
EU Institutions,as % of screened aid,10.0775845962012,10.8397105765305,biodiversity
EU Institutions,Total bilateral non-allocable aid,22307.0150630274,20301.1546201601,biodiversity
Finland,Principal objective,0,0.0896625567813109,biodiversity
Finland,Significant objective,72.5132603447517,5.56031148604802,biodiversity
Finland,Total of aid focused on policy objective,72.5132603447517,5.64997404282933,biodiversity
Finland,Not targeted,486.717620121049,404.065286459009,biodiversity
Finland,Not screened,6.35792009677256,1.7431692497188,biodiversity
Finland,Total bilateral allocable aid,565.588800562573,411.458429751557,biodiversity
Finland,as % of screened aid,12.9666051853848,1.37900014656739,biodiversity
Finland,Total bilateral non-allocable aid,315.605610733284,338.635994711346,biodiversity
France,Principal objective,193.813432041097,358.341953590558,biodiversity
France,Significant objective,1610.50923804208,2131.71628272098,biodiversity
France,Total of aid focused on policy objective,1804.32267008317,2490.05823631154,biodiversity
France,Not targeted,6416.16419220933,5768.42978171347,biodiversity
France,Not screened,1301.43198973309,556.241543901536,biodiversity
France,Total bilateral allocable aid,9521.9188520256,8814.72956192655,biodiversity
France,as % of screened aid,21.9490974234097,30.1515026827759,biodiversity
France,Total bilateral non-allocable aid,3030.14583466525,3161.72883813541,biodiversity
Germany,Principal objective,1110.94613178106,731.60810034323,biodiversity
Germany,Significant objective,1298.86477349536,1858.35120680668,biodiversity
Germany,Total of aid focused on policy objective,2409.81090527642,2589.95930714991,biodiversity
Germany,Not targeted,18106.9404008672,13193.5449017108,biodiversity
Germany,Not screened,248.708903364021,2662.96346337393,biodiversity
Germany,Total bilateral allocable aid,20765.4602095077,18446.4676722347,biodiversity
Germany,as % of screened aid,11.7455774031575,16.4092794152513,biodiversity
Germany,Total bilateral non-allocable aid,11263.1643242879,10389.0330425507,biodiversity
Ireland,Principal objective,11.9580534043362,22.4748887214406,biodiversity
Ireland,Significant objective,47.8825664428275,49.2698596362465,biodiversity
Ireland,Total of aid focused on policy objective,59.8406198471637,71.7447483576871,biodiversity
Ireland,Not targeted,497.748284487893,555.197853243005,biodiversity
Ireland,Not screened,83.1353934620223,22.1807044776119,biodiversity
Ireland,Total bilateral allocable aid,640.724297797079,649.123306078304,biodiversity
Ireland,as % of screened aid,10.7320320368508,11.4435911955114,biodiversity
Ireland,Total bilateral non-allocable aid,1602.56954940478,1132.1576951287,biodiversity
Italy,Principal objective,69.3687216876463,80.4451140493186,biodiversity
Italy,Significant objective,50.0619546760458,148.847785020549,biodiversity
Italy,Total of aid focused on policy objective,119.430676363692,229.292899069868,biodiversity
Italy,Not targeted,743.036136394689,1511.95255185125,biodiversity
Italy,Not screened,271.58854755264,275.140976076141,biodiversity
Italy,Total bilateral allocable aid,1134.05536031102,2016.38642699726,biodiversity
Italy,as % of screened aid,13.8475677668945,13.1683272423524,biodiversity
Italy,Total bilateral non-allocable aid,1580.83597130466,1996.7029703926,biodiversity
Japan,Principal objective,87.2404060808084,203.303189174833,biodiversity
Japan,Significant objective,121.626689898403,219.323412778882,biodiversity
Japan,Total of aid focused on policy objective,208.867095979211,422.626601953715,biodiversity
Japan,Not targeted,24564.3051691366,11713.8630742572,biodiversity
Japan,Not screened,839.469618915073,2122.67820932926,biodiversity
Japan,Total bilateral allocable aid,25612.6418840309,14259.1678855402,biodiversity
Japan,as % of screened aid,0.843118086549322,3.48228040585835,biodiversity
Japan,Total bilateral non-allocable aid,1323.50308154759,691.381700888208,biodiversity
Korea,Principal objective,4.50010861263563,27.967903,biodiversity
Korea,Significant objective,362.233850076566,169.029956,biodiversity
Korea,Total of aid focused on policy objective,366.733958689202,196.997859,biodiversity
Korea,Not targeted,4195.89667014581,5677.446007,biodiversity
Korea,Not screened,117.041846330878,2.817532,biodiversity
Korea,Total bilateral allocable aid,4679.67247516589,5877.261398,biodiversity
Korea,as % of screened aid,8.03777444467032,3.35347249022466,biodiversity
Korea,Total bilateral non-allocable aid,129.933866651792,132.988955,biodiversity
Luxembourg,Principal objective,0.581198009031344,0.591142543060783,biodiversity
Luxembourg,Significant objective,19.4515798446286,10.5065794512697,biodiversity
Luxembourg,Total of aid focused on policy objective,20.0327778536599,11.0977219943305,biodiversity
Luxembourg,Not targeted,384.916705079919,368.478171222837,biodiversity
Luxembourg,Not screened,0,,biodiversity
Luxembourg,Total bilateral allocable aid,404.949482933579,379.575893217167,biodiversity
Luxembourg,as % of screened aid,4.94698195649895,2.92371622978205,biodiversity
Luxembourg,Total bilateral non-allocable aid,35.8299206478804,41.1013316890007,biodiversity
Netherlands,Principal objective,66.4027296047568,33.844332034022,biodiversity
Netherlands,Significant objective,490.87473730406,320.576435304392,biodiversity
Netherlands,Total of aid focused on policy objective,557.277466908817,354.420767338414,biodiversity
Netherlands,Not targeted,3645.36375369719,2211.66083033998,biodiversity
Netherlands,Not screened,0,0,biodiversity
Netherlands,Total bilateral allocable aid,4202.64122060601,2566.0815976784,biodiversity
Netherlands,as % of screened aid,13.2601722977547,13.8117496988041,biodiversity
Netherlands,Total bilateral non-allocable aid,1796.98109185622,1824.81486209024,biodiversity
New Zealand,Principal objective,22.8907797639282,53.8830272341558,biodiversity
New Zealand,Significant objective,79.859458014097,65.3834500368892,biodiversity
New Zealand,Total of aid focused on policy objective,102.750237778025,119.266477271045,biodiversity
New Zealand,Not targeted,392.877355425602,377.797396875759,biodiversity
New Zealand,Not screened,0,0,biodiversity
New Zealand,Total bilateral allocable aid,495.627593203627,497.063874146804,biodiversity
New Zealand,as % of screened aid,20.7313392528996,23.9941954091439,biodiversity
New Zealand,Total bilateral non-allocable aid,161.615206115771,137.235346123609,biodiversity
Norway,Principal objective,601.438716012569,224.077965152516,biodiversity
Norway,Significant objective,194.945461851664,176.412375508154,biodiversity
Norway,Total of aid focused on policy objective,796.384177864233,400.49034066067,biodiversity
Norway,Not targeted,3649.66869655938,2079.5092738402,biodiversity
Norway,Not screened,,,biodiversity
Norway,Total bilateral allocable aid,4446.05287442362,2479.99961450087,biodiversity
Norway,as % of screened aid,17.912161648943,16.1488065691201,biodiversity
Norway,Total bilateral non-allocable aid,606.537264343805,595.268960715183,biodiversity
Portugal,Principal objective,2.25996084075485,2.76812351287043,biodiversity
Portugal,Significant objective,4.01431704629629,3.25607181483885,biodiversity
Portugal,Total of aid focused on policy objective,6.27427788705114,6.02419532770928,biodiversity
Portugal,Not targeted,193.911273083733,126.718917369673,biodiversity
Portugal,Not screened,2.30288137638359,,biodiversity
Portugal,Total bilateral allocable aid,202.488432347168,132.743112697383,biodiversity
Portugal,as % of screened aid,3.13423114536714,4.53823569848235,biodiversity
Portugal,Total bilateral non-allocable aid,32.8353399597229,60.1470560242267,biodiversity
Slovenia,Principal objective,0.0765261477338797,0.361994267791477,biodiversity
Slovenia,Significant objective,1.13541092774716,1.76519803223015,biodiversity
Slovenia,Total of aid focused on policy objective,1.21193707548104,2.12719230002163,biodiversity
Slovenia,Not targeted,23.8530125158844,25.1593698688081,biodiversity
Slovenia,Not screened,7.11277120267053,0.761759467975341,biodiversity
Slovenia,Total bilateral allocable aid,32.177720794036,28.0483216368051,biodiversity
Slovenia,as % of screened aid,4.83518656625799,7.79575047549077,biodiversity
Slovenia,Total bilateral non-allocable aid,44.4606259727245,28.5037613874162,biodiversity
Spain,Principal objective,36.5759282837762,88.9396794073113,biodiversity
Spain,Significant objective,69.7283950960372,275.019079850751,biodiversity
Spain,Total of aid focused on policy objective,106.304323379813,363.958759258062,biodiversity
Spain,Not targeted,1023.98128184599,843.454573538624,biodiversity
Spain,Not screened,12.3665171334585,0.0151422236642873,biodiversity
Spain,Total bilateral allocable aid,1142.65212235926,1207.42847502035,biodiversity
Spain,as % of screened aid,9.40508512966297,30.1436756885099,biodiversity
Spain,Total bilateral non-allocable aid,525.184390106563,671.25746789509,biodiversity
Sweden,Principal objective,101.301543669574,49.2124172288826,biodiversity
Sweden,Significant objective,190.997529007621,81.2847509060114,biodiversity
Sweden,Total of aid focused on policy objective,292.299072677195,130.497168134894,biodiversity
Sweden,Not targeted,1637.86778664768,1309.58771635343,biodiversity
Sweden,Not screened,135.263869344221,32.0860341776823,biodiversity
Sweden,Total bilateral allocable aid,2065.4307286691,1472.17091866601,biodiversity
Sweden,as % of screened aid,15.1437204128266,9.06176917350678,biodiversity
Sweden,Total bilateral non-allocable aid,488.70409326473,353.911059388927,biodiversity
Switzerland,Principal objective,26.5343985757454,6.2706420556502,biodiversity
Switzerland,Significant objective,149.827009117083,79.3240189324248,biodiversity
Switzerland,Total of aid focused on policy objective,176.361407692828,85.594660988075,biodiversity
Switzerland,Not targeted,2357.92940829544,1939.31734022714,biodiversity
Switzerland,Not screened,,,biodiversity
Switzerland,Total bilateral allocable aid,2534.29081598826,2024.91200121522,biodiversity
Switzerland,as % of screened aid,6.95900433289678,4.22708053173208,biodiversity
Switzerland,Total bilateral non-allocable aid,1750.80889576362,1387.00172282794,biodiversity
United Kingdom,Principal objective,183.794996576831,289.763471342788,biodiversity
United Kingdom,Significant objective,313.132510101725,1170.51550381413,biodiversity
United Kingdom,Total of aid focused on policy objective,496.927506678556,1460.27897515692,biodiversity
United Kingdom,Not targeted,5100.19830504047,5948.93114985604,biodiversity
United Kingdom,Not screened,273.105021475887,1121.18582809957,biodiversity
United Kingdom,Total bilateral allocable aid,5870.23083319492,8530.39595311253,biodiversity
United Kingdom,as % of screened aid,8.87826222591084,19.7089696542297,biodiversity
United Kingdom,Total bilateral non-allocable aid,4141.33532053752,4363.2182738969,biodiversity
United States,Principal objective,729.950575520994,816.507042,biodiversity
United States,Significant objective,698.156322730135,671.269129,biodiversity
United States,Total of aid focused on policy objective,1428.10689825113,1487.776171,biodiversity
United States,Not targeted,43316.2593421261,44733.917538,biodiversity
United States,Not screened,0,,biodiversity
United States,Total bilateral allocable aid,44744.3662403773,46221.693709,biodiversity
United States,as % of screened aid,3.19170214766034,3.21878332794696,biodiversity
United States,Total bilateral non-allocable aid,13965.6050665069,12717.917306,biodiversity
Czechia,Principal objective,1.20122654034907,1.16431988769222,biodiversity
Czechia,Significant objective,2.12761838240851,2.63306146353227,biodiversity
Czechia,Total of aid focused on policy objective,3.32884492275758,3.79738135122449,biodiversity
Czechia,Not targeted,69.4080805880054,66.6739703413588,biodiversity
Czechia,Not screened,1.4065973088267,0.0781120407890827,biodiversity
Czechia,Total bilateral allocable aid,74.1435228195897,70.5494637333724,biodiversity
Czechia,as % of screened aid,4.57655434207898,5.38854621064994,biodiversity
Czechia,Total bilateral non-allocable aid,418.308942558819,163.293948815558,biodiversity
Greece,Principal objective,0.131578945561254,0.05805,biodiversity
Greece,Significant objective,,,biodiversity
Greece,Total of aid focused on policy objective,0.131578945561254,0.05805,biodiversity
Greece,Not targeted,4.046498462544,11.5388693995241,biodiversity
Greece,Not screened,,,biodiversity
