donor_name_e,variable,2023,2024,marker
Luxembourg,Not targeted,270.310155740031,259.023153209215,dig
Luxembourg,Not screened,0,,dig
Luxembourg,Total bilateral allocable aid,404.949482933579,379.575893217167,dig
Luxembourg,as % of screened aid,33.2484255117896,31.7598514979929,dig
Luxembourg,Total bilateral non-allocable aid,35.8299206478804,41.1013316890007,dig
Netherlands,Principal objective,1406.79117712317,1087.87274148472,dig
Netherlands,Significant objective,451.8826124874,302.355650618674,dig
Netherlands,Total of aid focused on policy objective,1858.67378961057,1390.2283921034,dig
Netherlands,Not targeted,2343.96743099544,1175.853205575,dig
Netherlands,Not screened,0,0,dig
Netherlands,Total bilateral allocable aid,4202.64122060601,2566.0815976784,dig
Netherlands,as % of screened aid,44.2263255901382,54.1770921611055,dig
Netherlands,Total bilateral non-allocable aid,1796.98109185622,1824.81486209024,dig
New Zealand,Principal objective,27.5600062476706,63.6147224358975,dig
New Zealand,Significant objective,242.725496082382,122.397176494981,dig
New Zealand,Total of aid focused on policy objective,270.285502330052,186.011898930878,dig
New Zealand,Not targeted,225.342090873575,311.051975215926,dig
New Zealand,Not screened,0,0,dig
New Zealand,Total bilateral allocable aid,495.627593203627,497.063874146804,dig
New Zealand,as % of screened aid,54.5339900434088,37.4221319644608,dig
New Zealand,Total bilateral non-allocable aid,161.615206115771,137.235346123609,dig
Norway,Principal objective,396.699376567408,338.534177884034,dig
Norway,Significant objective,323.196093289644,320.725604807576,dig
Norway,Total of aid focused on policy objective,719.895469857052,659.25978269161,dig
Norway,Not targeted,3726.15740456656,1820.73983180926,dig
Norway,Not screened,,,dig
Norway,Total bilateral allocable aid,4446.05287442362,2479.99961450087,dig
Norway,as % of screened aid,16.1917883162912,26.5830598858498,dig
Norway,Total bilateral non-allocable aid,606.537264343805,595.268960715183,dig
Portugal,Principal objective,19.8473956596234,17.8193045641358,dig
Portugal,Significant objective,10.2437518043949,10.1745965823059,dig
Portugal,Total of aid focused on policy objective,30.0911474640183,27.9939011464417,dig
Portugal,Not targeted,170.094403506766,104.749211550941,dig
Portugal,Not screened,2.30288137638359,,dig
Portugal,Total bilateral allocable aid,202.488432347168,132.743112697383,dig
Portugal,as % of screened aid,15.0316280661085,21.0887786022164,dig
Portugal,Total bilateral non-allocable aid,32.8353399597229,60.1470560242267,dig
Slovenia,Principal objective,2.87150784797553,1.72207712524335,dig
Slovenia,Significant objective,3.00531623909416,1.44358587497296,dig
Slovenia,Total of aid focused on policy objective,5.8768240870697,3.16566300021631,dig
Slovenia,Not targeted,22.8998892188959,24.3233434688514,dig
Slovenia,Not screened,3.40100748807038,0.5593151677374,dig
Slovenia,Total bilateral allocable aid,32.177720794036,28.0483216368051,dig
Slovenia,as % of screened aid,20.4221518440446,11.5161055521541,dig
Slovenia,Total bilateral non-allocable aid,44.4606259727245,28.5037613874162,dig
Spain,Principal objective,210.607352868012,239.770595771144,dig
Spain,Significant objective,172.251503278757,193.717326718809,dig
Spain,Total of aid focused on policy objective,382.858856146769,433.487922489953,dig
Spain,Not targeted,747.541370683665,773.925410306733,dig
Spain,Not screened,12.2518955288309,0.0151422236642873,dig
Spain,Total bilateral allocable aid,1142.65212235926,1207.42847502035,dig
Spain,as % of screened aid,33.8693187651138,35.9021977574061,dig
Spain,Total bilateral non-allocable aid,525.184390106563,671.25746789509,dig
Sweden,Principal objective,696.696551170969,375.27183086873,dig
Sweden,Significant objective,590.148391457233,356.782511081063,dig
Sweden,Total of aid focused on policy objective,1286.8449426282,732.054341949793,dig
Sweden,Not targeted,667.145843167084,708.929457217339,dig
Sweden,Not screened,111.439942873814,31.1871194988787,dig
Sweden,Total bilateral allocable aid,2065.4307286691,1472.17091866601,dig
Sweden,as % of screened aid,65.8572676996759,50.8023991923372,dig
Sweden,Total bilateral non-allocable aid,488.70409326473,353.911059388927,dig
Switzerland,Principal objective,501.001098302801,439.43555685406,dig
Switzerland,Significant objective,990.317018552845,850.299176660988,dig
Switzerland,Total of aid focused on policy objective,1491.31811685565,1289.73473351505,dig
Switzerland,Not targeted,1042.97269913262,735.177267700171,dig
Switzerland,Not screened,,,dig
Switzerland,Total bilateral allocable aid,2534.29081598827,2024.91200121522,dig
Switzerland,as % of screened aid,58.845579498898,63.6933719954761,dig
Switzerland,Total bilateral non-allocable aid,1750.80889576362,1387.00172282794,dig
United States,Principal objective,3789.18598572886,3395.628532,dig
United States,Significant objective,27.5659409729641,26.195978,dig
United States,Total of aid focused on policy objective,3816.75192670182,3421.82451,dig
United States,Not targeted,40927.6143136754,42799.869199,dig
United States,Not screened,0,0,dig
United States,Total bilateral allocable aid,44744.3662403773,46221.693709,dig
United States,as % of screened aid,8.53012847739833,7.40307036679126,dig
United States,Total bilateral non-allocable aid,13965.6050665069,12717.917306,dig
Australia,Principal objective,427.343069411519,447.802245569939,dig
Australia,Significant objective,528.28703974747,462.440531363799,dig
Australia,Total of aid focused on policy objective,955.630109158989,910.242776933738,dig
Australia,Not targeted,1531.35019694336,1431.06126939826,dig
Australia,Not screened,,,dig
Australia,Total bilateral allocable aid,2486.98030610234,2341.304046332,dig
Australia,as % of screened aid,38.4253187214287,38.877598078719,dig
Australia,Total bilateral non-allocable aid,287.833151111826,661.839305760095,dig
Iceland,Principal objective,,10.3161845642,dig
Iceland,Significant objective,0.245611441796159,40.6605514794,dig
Iceland,Total of aid focused on policy objective,0.245611441796159,50.9767360436,dig
Iceland,Not targeted,72.01813013691,17.426487455,dig
Iceland,Not screened,,0.4962460928,dig
Iceland,Total bilateral allocable aid,72.2637415787062,68.8994695914,dig
Iceland,as % of screened aid,0.339881988436277,74.5238797768695,dig
Iceland,Total bilateral non-allocable aid,19.8141804031848,20.107077318,dig
Estonia,Principal objective,2.89722323983525,6.18645900930132,dig
Estonia,Significant objective,0.121420298759103,0.739779364049319,dig
Estonia,Total of aid focused on policy objective,3.01864353859436,6.92623837335064,dig
Estonia,Not targeted,13.2483037090487,21.7358857884491,dig
Estonia,Not screened,3.32219428549211,0.237940731126974,dig
Estonia,Total bilateral allocable aid,19.5891415331352,28.9000648929267,dig
Estonia,as % of screened aid,18.5569147833299,24.1651258443078,dig
Estonia,Total bilateral non-allocable aid,42.6960989442078,9.65390439108804,dig
Poland,Principal objective,34.628642267625,27.5632541552697,dig
Poland,Significant objective,16.0025536337496,6.92021544144285,dig
Poland,Total of aid focused on policy objective,50.6311959013746,34.4834695967125,dig
Poland,Not targeted,95.9796870952781,116.05413230109,dig
Poland,Not screened,128.090005981928,17.1798512194884,dig
Poland,Total bilateral allocable aid,274.700888978581,167.717453117291,dig
Poland,as % of screened aid,34.5344048589698,22.9068811791773,dig
Poland,Total bilateral non-allocable aid,1606.35396404253,579.802287308166,dig
Slovak Republic,Principal objective,6.98257028256485,15.185950523,dig
Slovak Republic,Significant objective,2.92869862663572,0.066437381,dig
Slovak Republic,Total of aid focused on policy objective,9.91126890920056,15.252387904,dig
Slovak Republic,Not targeted,24.8760384547253,11.204530606,dig
Slovak Republic,Not screened,0.016773798986082,,dig
Slovak Republic,Total bilateral allocable aid,34.804081162912,26.45691851,dig
Slovak Republic,as % of screened aid,28.4910493517485,57.6499031746082,dig
Slovak Republic,Total bilateral non-allocable aid,4.79294873292416,12.853496749,dig
Lithuania,Principal objective,14.6623968864615,12.483636092805,dig
Lithuania,Significant objective,43.5540231383053,32.222984056859,dig
Lithuania,Total of aid focused on policy objective,58.2164200247668,44.706620149664,dig
Lithuania,Not targeted,11.0061581071722,25.232866840099,dig
Lithuania,Not screened,9.83757137207052,8.639242235789,dig
Lithuania,Total bilateral allocable aid,79.0601495040095,78.578729225552,dig
Lithuania,as % of screened aid,84.1003348846754,63.9218588437855,dig
Lithuania,Total bilateral non-allocable aid,39.4882061854276,16.794169736812,dig
Hungary,Principal objective,,,dig
Hungary,Significant objective,,,dig
Hungary,Total of aid focused on policy objective,0,0,dig
Hungary,Not targeted,188.928858606764,8,dig
Hungary,Not screened,10.608998788456,134.97924628926,dig
Hungary,Total bilateral allocable aid,199.53785739522,142.97924628926,dig
Hungary,as % of screened aid,0,0,dig
Hungary,Total bilateral non-allocable aid,2.05399213652398,0.50492937521,dig
Australia,Principal objective,10.5313058664743,32.0854349828451,drr
Australia,Significant objective,115.210097013068,143.867700356295,drr
Australia,Total of aid focused on policy objective,125.741402879543,175.95313533914,drr
Australia,Not targeted,2361.2389032228,2165.35091099286,drr
Australia,Not screened,,,drr
Australia,Total bilateral allocable aid,2486.98030610234,2341.304046332,drr
Australia,as % of screened aid,5.05598707681797,7.51517666467952,drr
Australia,Total bilateral non-allocable aid,287.833151111826,661.839305760095,drr
Austria,Principal objective,39.952193905596,18.8505308457711,drr
Austria,Significant objective,73.6870875236198,72.4759515790612,drr
Austria,Total of aid focused on policy objective,113.639281429216,91.3264824248324,drr
Austria,Not targeted,355.415267573483,348.745269402985,drr
Austria,Not screened,0.281399136209114,0.0178297966688298,drr
Austria,Total bilateral allocable aid,469.335948138908,440.089581624486,drr
Austria,as % of screened aid,24.2273061141471,20.7526345523229,drr
Austria,Total bilateral non-allocable aid,549.653010683639,402.275709658231,drr
Canada,Principal objective,35.7355528055682,2.69583211678832,drr
Canada,Significant objective,71.9870436149543,157.56204379562,drr
Canada,Total of aid focused on policy objective,107.722596420522,160.257875912409,drr
Canada,Not targeted,4526.2647597908,2926.78508817242,drr
Canada,Not screened,106.521685538803,216.513272838701,drr
Canada,Total bilateral allocable aid,4740.50904175012,3303.55623692353,drr
Canada,as % of screened aid,2.32461999008549,5.19130694897595,drr
Canada,Total bilateral non-allocable aid,2022.10395962474,2129.46806473288,drr
Czechia,Principal objective,0.697347975551018,2.12169676038567,drr
Czechia,Significant objective,9.8938148695956,10.1210390997291,drr
Czechia,Total of aid focused on policy objective,10.5911628451466,12.2427358601148,drr
Czechia,Not targeted,63.5523599744431,58.0284991322846,drr
Czechia,Not screened,,0.278228740972961,drr
Czechia,Total bilateral allocable aid,74.1435228195897,70.5494637333724,drr
Czechia,as % of screened aid,14.2846771267096,17.4221156941941,drr
Czechia,Total bilateral non-allocable aid,418.308942558819,163.293948815558,drr
EU Institutions,Principal objective,827.739082634239,1827.60443434999,drr
EU Institutions,Significant objective,3762.62060074152,3560.97551373567,drr
EU Institutions,Total of aid focused on policy objective,4590.35968337576,5388.57994808566,drr
EU Institutions,Not targeted,16710.4563508686,17237.2165152498,drr
EU Institutions,Not screened,,,drr
EU Institutions,Total bilateral allocable aid,21300.8160342443,22625.7964633355,drr
EU Institutions,as % of screened aid,21.5501588107989,23.8160895543178,drr
EU Institutions,Total bilateral non-allocable aid,22307.0150630274,20301.1546201601,drr
Estonia,Principal objective,3.76965057165992,,drr
Estonia,Significant objective,1.97870116496315,3.05429374864806,drr
Estonia,Total of aid focused on policy objective,5.74835173662307,3.05429374864806,drr
Estonia,Not targeted,9.91936385140335,22.8693489076357,drr
Estonia,Not screened,3.92142594510879,2.97642223664287,drr
Estonia,Total bilateral allocable aid,19.5891415331352,28.9000648929267,drr
Estonia,as % of screened aid,36.689150401837,11.7818849347073,drr
Estonia,Total bilateral non-allocable aid,42.6960989442078,9.65390439108804,drr
Finland,Principal objective,4.3855836302542,1.42342526497945,drr
Finland,Significant objective,17.3295917435296,31.5013551806187,drr
Finland,Total of aid focused on policy objective,21.7151753737838,32.9247804455981,drr
Finland,Not targeted,408.607188947305,363.624200735453,drr
Finland,Not screened,135.266436241485,14.9094485705062,drr
Finland,Total bilateral allocable aid,565.588800562573,411.458429751558,drr
Finland,as % of screened aid,5.04625768359574,8.30282815190634,drr
Finland,Total bilateral non-allocable aid,315.605610733284,338.635994711346,drr
France,Principal objective,197.504043100567,230.863995709604,drr
France,Significant objective,21.3644442230638,20.8440053536665,drr
France,Total of aid focused on policy objective,218.868487323631,251.708001063271,drr
France,Not targeted,1635.85067668047,7965.71128607211,drr
France,Not screened,7667.19968802149,597.310274791164,drr
France,Total bilateral allocable aid,9521.91885202559,8814.72956192655,drr
France,as % of screened aid,11.8006268318877,3.06310280962938,drr
France,Total bilateral non-allocable aid,3030.14583466525,3161.72883813541,drr
Greece,Principal objective,,,drr
Greece,Significant objective,,,drr
Greece,Total of aid focused on policy objective,0,0,drr
Greece,Not targeted,4.17807740810525,11.5969193995241,drr
Greece,Not screened,,,drr
Greece,Total bilateral allocable aid,4.17807740810525,11.5969193995241,drr
Greece,as % of screened aid,0,0,drr
Greece,Total bilateral non-allocable aid,53.1514806773858,54.4446014492754,drr
Iceland,Principal objective,6.81483766760714,4.7437438942,drr
Iceland,Significant objective,17.7133642072661,20.5547484639,drr
Iceland,Total of aid focused on policy objective,24.5282018748733,25.2984923581,drr
Iceland,Not targeted,47.7355397038329,43.6009772333,drr
Iceland,Not screened,,,drr
Iceland,Total bilateral allocable aid,72.2637415787062,68.8994695914,drr
Iceland,as % of screened aid,33.9426126284346,36.7179783939262,drr
Iceland,Total bilateral non-allocable aid,19.8141804031848,20.107077318,drr
Ireland,Principal objective,34.5175541855105,41.8114094624786,drr
Ireland,Significant objective,167.83079630589,134.246447539652,drr
Ireland,Total of aid focused on policy objective,202.348350491401,176.057857002131,drr
Ireland,Not targeted,358.537048066324,450.96706684602,drr
Ireland,Not screened,79.8388992393543,22.0983822301536,drr
Ireland,Total bilateral allocable aid,640.724297797079,649.123306078304,drr
Ireland,as % of screened aid,36.0765944365328,28.0782868919526,drr
Ireland,Total bilateral non-allocable aid,1602.56954940478,1132.1576951287,drr
Italy,Principal objective,25.0483308417144,29.0952729396496,drr
Italy,Significant objective,117.330563606988,92.9697938164255,drr
Italy,Total of aid focused on policy objective,142.378894448703,122.065066756075,drr
Italy,Not targeted,595.276925457907,1602.37596904499,drr
Italy,Not screened,396.399540404411,291.945391196193,drr
Italy,Total bilateral allocable aid,1134.05536031102,2016.38642699726,drr
Italy,as % of screened aid,19.3015347546134,7.07852946096074,drr
Italy,Total bilateral non-allocable aid,1580.83597130466,1996.7029703926,drr
Japan,Principal objective,747.575816432973,369.192497164218,drr
Japan,Significant objective,3182.90509975841,471.783690061325,drr
Japan,Total of aid focused on policy objective,3930.48091619139,840.976187225543,drr
Japan,Not targeted,18364.6140967274,12685.7316858542,drr
Japan,Not screened,3317.54687111208,732.460012460405,drr
Japan,Total bilateral allocable aid,25612.6418840309,14259.1678855402,drr
Japan,as % of screened aid,17.6293526173084,6.21715346495517,drr
Japan,Total bilateral non-allocable aid,1323.50308154759,691.381700888208,drr
Korea,Principal objective,187.771965556184,415.980732,drr
Korea,Significant objective,1999.29633883865,2650.782842,drr
Korea,Total of aid focused on policy objective,2187.06830439483,3066.763574,drr
Korea,Not targeted,2381.00428347343,2808.546801,drr
Korea,Not screened,111.599887297632,1.951023,drr
Korea,Total bilateral allocable aid,4679.67247516589,5877.261398,drr
Korea,as % of screened aid,47.8772668850136,52.1974734653912,drr
Korea,Total bilateral non-allocable aid,129.933866651792,132.988955,drr
Netherlands,Principal objective,175.541548801042,120.78698274156,drr
Netherlands,Significant objective,488.997853482635,104.034876634151,drr
Netherlands,Total of aid focused on policy objective,664.539402283677,224.821859375711,drr
Netherlands,Not targeted,3538.10181832233,2341.25973830269,drr
Netherlands,Not screened,0,0,drr
Netherlands,Total bilateral allocable aid,4202.64122060601,2566.0815976784,drr
Netherlands,as % of screened aid,15.8124228883819,8.76129034942277,drr
Netherlands,Total bilateral non-allocable aid,1796.98109185622,1824.81486209024,drr
New Zealand,Principal objective,25.8896328083595,61.2553295476536,drr
New Zealand,Significant objective,171.548694042652,80.6317342538099,drr
New Zealand,Total of aid focused on policy objective,197.438326851011,141.887063801463,drr
New Zealand,Not targeted,298.189266352615,355.176810345341,drr
New Zealand,Not screened,0,0,drr
New Zealand,Total bilateral allocable aid,495.627593203627,497.063874146804,drr
New Zealand,as % of screened aid,39.8360239741323,28.5450363989957,drr
New Zealand,Total bilateral non-allocable aid,161.615206115771,137.235346123609,drr
Norway,Principal objective,187.208676114267,59.7573268091203,drr
Norway,Significant objective,796.278139429609,334.2342479325,drr
Norway,Total of aid focused on policy objective,983.486815543876,393.991574741621,drr
Norway,Not targeted,3462.56605887974,2086.00803975925,drr
Norway,Not screened,,,drr
Norway,Total bilateral allocable aid,4446.05287442362,2479.99961450087,drr
Norway,as % of screened aid,22.1204480315897,15.8867595155218,drr
Norway,Total bilateral non-allocable aid,606.537264343805,595.268960715183,drr
Poland,Principal objective,6.60409335759908,2.52038073527322,drr
Poland,Significant objective,13.5883115909383,3.22162237096486,drr
Poland,Total of aid focused on policy objective,20.1924049485374,5.74200310623808,drr
Poland,Not targeted,200.281869430238,158.535803625469,drr
Poland,Not screened,54.2266145998058,3.43964638558395,drr
Poland,Total bilateral allocable aid,274.700888978581,167.717453117291,drr
Poland,as % of screened aid,9.15862179632203,3.49530056461962,drr
Poland,Total bilateral non-allocable aid,1606.35396404253,579.802287308166,drr
Portugal,Principal objective,17.2935682430905,6.83887843391737,drr
Portugal,Significant objective,4.86066393920586,3.3613670776552,drr
Portugal,Total of aid focused on policy objective,22.1542321822964,10.2002455115726,drr
Portugal,Not targeted,177.956192547476,122.54286718581,drr
Portugal,Not screened,2.37800761739535,,drr
Portugal,Total bilateral allocable aid,202.488432347168,132.743112697383,drr
Portugal,as % of screened aid,11.0710035282836,7.68419943174475,drr
Portugal,Total bilateral non-allocable aid,32.8353399597229,60.1470560242267,drr
Slovenia,Principal objective,3.58024375206324,8.43544131516331,drr
Slovenia,Significant objective,8.38687200450122,4.56055415390439,drr
Slovenia,Total of aid focused on policy objective,11.9671157565645,12.9959954690677,drr
Slovenia,Not targeted,19.8837018876918,14.9603945216202,drr
Slovenia,Not screened,0.326903149779705,0.0919316461172399,drr
Slovenia,Total bilateral allocable aid,32.177720794036,28.0483216368051,drr
Slovenia,as % of screened aid,37.5723973250103,46.4866725403266,drr
Slovenia,Total bilateral non-allocable aid,44.4606259727245,28.5037613874162,drr
Spain,Principal objective,17.0412354868639,56.7413868916288,drr
Spain,Significant objective,59.781984868249,111.03807061432,drr
Spain,Total of aid focused on policy objective,76.8232203551129,167.779457505949,drr
Spain,Not targeted,1053.57700647532,1039.63387529074,drr
Spain,Not screened,12.2518955288309,0.0151422236642873,drr
Spain,Total bilateral allocable aid,1142.65212235926,1207.42847502035,drr
Spain,as % of screened aid,6.79610800950739,13.8957764461096,drr
Spain,Total bilateral non-allocable aid,525.184390106563,671.25746789509,drr
Sweden,Principal objective,115.092046448589,265.263050052516,drr
Sweden,Significant objective,347.645873288254,177.785026825506,drr
Sweden,Total of aid focused on policy objective,462.737919736843,443.048076878022,drr
Sweden,Not targeted,1459.48349358739,992.933371485291,drr
Sweden,Not screened,143.20931534487,36.1894703026977,drr
Sweden,Total bilateral allocable aid,2065.4307286691,1472.17091866601,drr
Sweden,as % of screened aid,24.0730810992579,30.8533287378465,drr
Sweden,Total bilateral non-allocable aid,488.70409326473,353.911059388927,drr
Switzerland,Principal objective,44.496642318215,60.6333031800114,drr
Switzerland,Significant objective,336.485382384134,205.251946303237,drr
Switzerland,Total of aid focused on policy objective,380.982024702349,265.885249483248,drr
Switzerland,Not targeted,2153.30879128592,1759.02675173197,drr
Switzerland,Not screened,,,drr
Switzerland,Total bilateral allocable aid,2534.29081598826,2024.91200121522,drr
Switzerland,as % of screened aid,15.0330823242076,13.1307063874223,drr
Switzerland,Total bilateral non-allocable aid,1750.80889576362,1387.00172282794,drr
United States,Principal objective,493.217277244146,394.683389,drr
United States,Significant objective,16.1530474141541,69.557502,drr
United States,Total of aid focused on policy objective,509.3703246583,464.240891,drr
United States,Not targeted,44234.995915719,45757.452818,drr
United States,Not screened,0,0,drr
United States,Total bilateral allocable aid,44744.3662403773,46221.693709,drr
United States,as % of screened aid,1.13840102667192,1.00437879650785,drr
United States,Total bilateral non-allocable aid,13965.6050665069,12717.917306,drr
Lithuania,Principal objective,15.8462447186123,11.86686982425,drr
Lithuania,Significant objective,22.0523068474324,37.451725721287,drr
Lithuania,Total of aid focused on policy objective,37.8985515660447,49.318595545537,drr
Lithuania,Not targeted,7.21047872042132,22.392271025793,drr
Lithuania,Not screened,33.9511192175435,6.867862654222,drr
Lithuania,Total bilateral allocable aid,79.0601495040095,78.578729225552,drr
Lithuania,as % of screened aid,84.0154428622584,68.7742289329056,drr
Lithuania,Total bilateral non-allocable aid,39.4882061854276,16.794169736812,drr
United Kingdom,Principal objective,48.6443064293047,40.1556562156637,drr
United Kingdom,Significant objective,475.676549947397,190.246438009454,drr
United Kingdom,Total of aid focused on policy objective,524.320856376702,230.402094225118,drr
United Kingdom,Not targeted,3483.59801480681,5636.11407700408,drr
United Kingdom,Not screened,1862.31196201141,2663.87978188333,drr
United Kingdom,Total bilateral allocable aid,5870.23083319492,8530.39595311253,drr
United Kingdom,as % of screened aid,13.082122498699,3.9274091726716,drr
United Kingdom,Total bilateral non-allocable aid,4141.33532053752,4363.2182738969,drr
Denmark,Principal objective,94.260487793962,100.994321494351,drr
Denmark,Significant objective,113.598120005821,310.710421446493,drr
Denmark,Total of aid focused on policy objective,207.858607799783,411.704742940844,drr
Denmark,Not targeted,1301.50134691821,1537.41570803011,drr
Denmark,Not screened,83.8197542301736,59.9099483329224,drr
Denmark,Total bilateral allocable aid,1593.17970894817,2009.03039930387,drr
Denmark,as % of screened aid,13.7713079739563,21.1225911018354,drr
Denmark,Total bilateral non-allocable aid,382.183728937809,352.193325601497,drr
Slovak Republic,Principal objective,0.403331591910245,0.054077439,drr
Slovak Republic,Significant objective,0.468360256722931,0.507615185,drr
Slovak Republic,Total of aid focused on policy objective,0.871691848633176,0.561692624,drr
Slovak Republic,Not targeted,33.9156155152927,25.895225886,drr
Slovak Republic,Not screened,0.016773798986082,,drr
Slovak Republic,Total bilateral allocable aid,34.804081162912,26.45691851,drr
Slovak Republic,as % of screened aid,2.50577556783573,2.12304627913374,drr
Slovak Republic,Total bilateral non-allocable aid,4.79294873292416,12.853496749,drr
Australia,Principal objective,12.3301394098896,38.7364170889417,nutrition
Australia,Significant objective,125.753523934365,124.93813993138,nutrition
Australia,Total of aid focused on policy objective,138.083663344255,163.674557020322,nutrition
Australia,Not targeted,2348.89664275809,2177.62948931167,nutrition
Australia,Not screened,,,nutrition
Australia,Total bilateral allocable aid,2486.98030610234,2341.304046332,nutrition
Australia,as % of screened aid,5.55226203462233,6.99074335418942,nutrition
Australia,Total bilateral non-allocable aid,287.833151111826,661.839305760095,nutrition
Canada,Principal objective,162.58777422776,21.1678832116788,nutrition
Canada,Significant objective,130.781970979047,28.2555844306409,nutrition
Canada,Total of aid focused on policy objective,293.369745206807,49.4234676423197,nutrition
Canada,Not targeted,4341.23625517722,3031.68487651514,nutrition
Canada,Not screened,105.903041366098,222.447892766066,nutrition
Canada,Total bilateral allocable aid,4740.50904175012,3303.55623692353,nutrition
Canada,as % of screened aid,6.32998242315525,1.60408080864922,nutrition
Canada,Total bilateral non-allocable aid,2022.10395962474,2129.46806473288,nutrition
Czechia,Principal objective,2.51628773291472,5.20849284511603,nutrition
Czechia,Significant objective,4.36852059893229,6.30622248265646,nutrition
Czechia,Total of aid focused on policy objective,6.88480833184702,11.5147153277725,nutrition
Czechia,Not targeted,67.2587144877427,58.971833657022,nutrition
Czechia,Not screened,,0.0629147485778511,nutrition
Czechia,Total bilateral allocable aid,74.1435228195897,70.5494637333724,nutrition
Czechia,as % of screened aid,9.28578528511456,16.336046371424,nutrition
Czechia,Total bilateral non-allocable aid,418.308942558819,163.293948815558,nutrition
Denmark,Principal objective,16.8184424273194,26.786361724653,nutrition
Denmark,Significant objective,106.988824328846,331.450963844938,nutrition
Denmark,Total of aid focused on policy objective,123.807266756166,358.237325569591,nutrition
Denmark,Not targeted,1096.20273340169,1595.88218273027,nutrition
Denmark,Not screened,373.169708790313,54.9108910040172,nutrition
Denmark,Total bilateral allocable aid,1593.17970894817,2009.03039930387,nutrition
Denmark,as % of screened aid,10.1480534372789,18.3324164181375,nutrition
Denmark,Total bilateral non-allocable aid,382.183728937809,352.193325601497,nutrition
EU Institutions,Principal objective,95.4095505822163,48.5615401254597,nutrition
EU Institutions,Significant objective,1130.81374338873,822.62853125676,nutrition
EU Institutions,Total of aid focused on policy objective,1226.22329397094,871.190071382219,nutrition
EU Institutions,Not targeted,20074.5927402734,21754.6063919533,nutrition
EU Institutions,Not screened,,,nutrition
EU Institutions,Total bilateral allocable aid,21300.8160342443,22625.7964633355,nutrition
EU Institutions,as % of screened aid,5.75669632562247,3.85042830555804,nutrition
EU Institutions,Total bilateral non-allocable aid,22307.0150630274,20301.1546201601,nutrition
Iceland,Principal objective,4.76350919271207,5.5225016774,nutrition
Iceland,Significant objective,19.9213909923714,17.9902980517,nutrition
Iceland,Total of aid focused on policy objective,24.6849001850835,23.5127997291,nutrition
Iceland,Not targeted,47.5788413936227,45.3866698623,nutrition
Iceland,Not screened,,,nutrition
Iceland,Total bilateral allocable aid,72.2637415787062,68.8994695914,nutrition
Iceland,as % of screened aid,34.1594548604958,34.126241999452,nutrition
Iceland,Total bilateral non-allocable aid,19.8141804031848,20.107077318,nutrition
Ireland,Principal objective,74.5952378096111,91.2209035514855,nutrition
Ireland,Significant objective,188.44691180854,209.095233932645,nutrition
Ireland,Total of aid focused on policy objective,263.042149618152,300.31613748413,nutrition
Ireland,Not targeted,311.211135841998,329.451114105746,nutrition
Ireland,Not screened,66.4710123369298,19.3560544884274,nutrition
Ireland,Total bilateral allocable aid,640.724297797079,649.123306078304,nutrition
Ireland,as % of screened aid,45.8059459611756,47.686845691955,nutrition
Ireland,Total bilateral non-allocable aid,1602.56954940478,1132.1576951287,nutrition
Italy,Principal objective,45.5493602214319,54.9481968954142,nutrition
Italy,Significant objective,163.215083061341,253.659919759896,nutrition
Italy,Total of aid focused on policy objective,208.764443282772,308.60811665531,nutrition
Italy,Not targeted,563.043402152355,1397.12272873909,nutrition
Italy,Not screened,362.247514875894,310.655581602855,nutrition
Italy,Total bilateral allocable aid,1134.05536031102,2016.38642699726,nutrition
Italy,as % of screened aid,27.0487588999663,18.0924275062841,nutrition
Italy,Total bilateral non-allocable aid,1580.83597130466,1996.7029703926,nutrition
Japan,Principal objective,249.030537225825,154.093861385819,nutrition
Japan,Significant objective,710.016555747409,1144.48912781899,nutrition
Japan,Total of aid focused on policy objective,959.047092973234,1298.58298920481,nutrition
Japan,Not targeted,23781.7574093319,12245.1037909602,nutrition
Japan,Not screened,871.837381725687,715.481105375143,nutrition
Japan,Total bilateral allocable aid,25612.6418840309,14259.1678855402,nutrition
Japan,as % of screened aid,3.87637796048175,9.58810558958443,nutrition
Japan,Total bilateral non-allocable aid,1323.50308154759,691.381700888208,nutrition
Korea,Principal objective,30.3888436019213,26.436677,nutrition
Korea,Significant objective,5.32479414309714,8.753512,nutrition
Korea,Total of aid focused on policy objective,35.7136377450185,35.190189,nutrition
Korea,Not targeted,3769.20920641627,4698.887665,nutrition
Korea,Not screened,874.749631004606,1143.183544,nutrition
Korea,Total bilateral allocable aid,4679.67247516589,5877.261398,nutrition
Korea,as % of screened aid,0.938616608213793,0.743337775281124,nutrition
Korea,Total bilateral non-allocable aid,129.933866651792,132.988955,nutrition
Lithuania,Principal objective,2.23166872874244,0.1081548778,nutrition
Lithuania,Significant objective,2.63536118759322,4.170419608399,nutrition
Lithuania,Total of aid focused on policy objective,4.86702991633566,4.278574486199,nutrition
Lithuania,Not targeted,38.0070217309503,57.581300840119,nutrition
Lithuania,Not screened,36.1860978567235,16.718853899234,nutrition
Lithuania,Total bilateral allocable aid,79.0601495040095,78.578729225552,nutrition
Lithuania,as % of screened aid,11.3519243676233,6.91655853431489,nutrition
Lithuania,Total bilateral non-allocable aid,39.4882061854276,16.794169736812,nutrition
New Zealand,Principal objective,2.42224922475696,,nutrition
New Zealand,Significant objective,3.04961296307318,2.70456762215772,nutrition
